A:\jill_030.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,-19.7,-22.2,-22.2,7.4,-19.7,-19.7,-22.2,-22.2,-12.3,-19.7,-19.7,-9.9,4.9,-14.8,-12.3,-17.3,-17.3,-17.3,-17.3,-12.3,-12.3,-12.3,-9.9,0,-9.9,-2.5,0,-2.5,0,0,2.5,0,-17.3,0,-24.7,-19.7,-12.3,2.5,-7.4,-12.3,-7.4,-12.3,-4.9,0,-14.8,-14.8,-24.7,-19.7,-17.3,-19.7,-17.3,-17.3,-22.2,-7.4,-4.9,-7.4,-2.5,0,-4.9,0,2.5,7.4,2.5,4.9,-7.4,0,0,-7.4,-2.5,2.5,0,2.5,-7.4,-7.4,-4.9,-7.4,-7.4,-9.9,-7.4,-12.3,-7.4,-12.3,-7.4,-14.8,-9.9,-7.4,-12.3,-12.3,-12.3,-14.8,-9.9,-17.3,-14.8,-17.3,-19.7,-19.7,-22.2,-27.1,-24.7,-19.7,-24.7,-19.7,-19.7,-27.1,-22.2,-24.7,-29.6,-17.3,0,-34.5,-17.3,-24.7,-22.2,-24.7,-22.2,-34.5,-14.8,-14.8,-12.3,-27.1,-32.1,-32.1,-29.6,-17.3,-14.8,-24.7,-19.7,-17.3
553,-17.3,-19.7,-17.3,-19.7,-19.7,-24.7,-7.4,-9.9,-12.3,-14.8,-9.9,-12.3,-12.3,-12.3,-7.4,-12.3,-9.9,-7.4,0,-12.3,-9.9,-12.3,-12.3,0,2.5,2.5,4.9,-7.4,7.4,0,0,-19.7,-22.2,-2.5,-19.7,0,2.5,-7.4,0,-12.3,-14.8,-12.3,-7.4,-17.3,-12.3,-7.4,-14.8,-17.3,-17.3,-7.4,-12.3,-9.9,-9.9,-7.4,-2.5,-14.8,-7.4,-7.4,-12.3,-2.5,-12.3,-12.3,2.5,2.5,2.5,-7.4,-12.3,0,-7.4,0,-2.5,-12.3,-7.4,-19.7,-9.9,-7.4,-2.5,-14.8,-14.8,-7.4,-12.3,-12.3,-12.3,-12.3,-9.9,-7.4,-12.3,-7.4,-17.3,-12.3,-17.3,-22.2,-24.7,-17.3,-24.7,-17.3,-19.7,-19.7,-19.7,-24.7,-24.7,-7.4,-29.6,-2.5,-7.4,-24.7,-27.1,-24.7,-2.5,-32.1,-22.2,-17.3,-34.5,-27.1,-27.1,-27.1,-27.1,-22.2,-14.8,-32.1,-24.7,-14.8,0,-22.2,-19.7,-24.7,-19.7,-7.4
554,-19.7,-17.3,-17.3,-17.3,-12.3,-14.8,-14.8,-7.4,-7.4,-17.3,-9.9,-7.4,-14.8,-19.7,-7.4,-4.9,-12.3,-9.9,-12.3,-9.9,-19.7,-27.1,-9.9,2.5,-12.3,-2.5,4.9,0,0,0,-2.5,-7.4,0,-7.4,-14.8,0,0,2.5,-14.8,-12.3,-14.8,-14.8,-9.9,-9.9,-7.4,-7.4,-9.9,-7.4,-9.9,-9.9,-9.9,-7.4,-9.9,-9.9,-12.3,-9.9,-12.3,-9.9,-12.3,-7.4,0,-9.9,-7.4,-9.9,-4.9,0,-7.4,-2.5,-7.4,-12.3,-9.9,-7.4,-12.3,-9.9,-7.4,-14.8,-19.7,-12.3,-7.4,-22.2,-14.8,-12.3,-7.4,-7.4,-24.7,-19.7,-14.8,-14.8,-17.3,-22.2,-12.3,-22.2,-22.2,-22.2,-24.7,-19.7,-24.7,-19.7,-24.7,-27.1,-19.7,-12.3,-24.7,-9.9,-32.1,-37,-32.1,-34.5,-7.4,-37,0,-22.2,-27.1,-22.2,-17.3,-24.7,-14.8,-22.2,-22.2,-24.7,-22.2,-27.1,0,-12.3,0,0,-12.3,-19.7
555,-9.9,-9.9,-7.4,-7.4,-2.5,-7.4,-7.4,-4.9,-9.9,-7.4,-9.9,-7.4,-7.4,-12.3,-9.9,-17.3,-19.7,-14.8,-19.7,-17.3,-14.8,-12.3,-14.8,0,2.5,2.5,0,-12.3,-2.5,-2.5,0,2.5,-7.4,-12.3,-12.3,0,-7.4,0,-14.8,-7.4,-7.4,0,0,-7.4,-4.9,-12.3,-2.5,-7.4,-4.9,-7.4,-7.4,-7.4,-7.4,-4.9,-7.4,-7.4,-2.5,-2.5,0,-7.4,0,-7.4,0,-9.9,-4.9,-7.4,0,-7.4,-12.3,4.9,-14.8,-9.9,-19.7,-19.7,-17.3,-14.8,-17.3,-14.8,-12.3,-19.7,-24.7,-19.7,-12.3,-2.5,-14.8,-22.2,-14.8,-7.4,-12.3,-14.8,-19.7,-17.3,-22.2,-19.7,-22.2,-12.3,-24.7,-17.3,-19.7,-29.6,-34.5,-34.5,-32.1,-34.5,-17.3,-27.1,-37,-32.1,-4.9,-27.1,-2.5,-7.4,-9.9,-9.9,-19.7,-24.7,-24.7,-22.2,-12.3,-17.3,-22.2,-19.7,-19.7,-4.9,-17.3,-12.3,-14.8,-12.3
556,-4.9,-7.4,-7.4,-4.9,-2.5,0,-7.4,-4.9,-4.9,-7.4,-7.4,-12.3,-7.4,-7.4,-12.3,-17.3,-12.3,-14.8,-7.4,-24.7,-24.7,-9.9,-14.8,4.9,-17.3,-7.4,0,-7.4,2.5,0,0,2.5,-2.5,0,-7.4,0,-4.9,-7.4,2.5,0,0,-4.9,0,-4.9,0,-2.5,-9.9,-9.9,-7.4,-7.4,-7.4,-2.5,-2.5,-2.5,0,0,0,0,0,-7.4,-2.5,-2.5,-4.9,9.9,2.5,0,-7.4,-2.5,-4.9,-4.9,-4.9,-9.9,-14.8,-14.8,-7.4,-12.3,-24.7,-14.8,-12.3,-17.3,-17.3,-19.7,-19.7,-14.8,-17.3,-12.3,-14.8,-12.3,-14.8,-17.3,-14.8,-19.7,-12.3,-19.7,-22.2,-19.7,-24.7,-27.1,-27.1,-32.1,-29.6,-34.5,-34.5,-29.6,-32.1,-29.6,-14.8,-19.7,0,-22.2,-24.7,-2.5,-19.7,-17.3,-19.7,-19.7,-17.3,-19.7,-19.7,-19.7,-17.3,-12.3,-17.3,-17.3,-14.8,-7.4,-7.4,-12.3
557,-2.5,-2.5,0,0,-4.9,0,4.9,-2.5,0,-4.9,-7.4,-7.4,-9.9,-7.4,-7.4,0,-7.4,-14.8,-12.3,-7.4,-14.8,-19.7,-9.9,0,0,-4.9,4.9,-2.5,0,0,0,0,-4.9,-2.5,0,0,2.5,0,2.5,9.9,2.5,2.5,2.5,2.5,-2.5,4.9,2.5,2.5,7.4,0,2.5,2.5,4.9,4.9,9.9,0,9.9,9.9,4.9,7.4,9.9,0,9.9,2.5,9.9,0,0,2.5,0,-2.5,-7.4,-7.4,-7.4,-7.4,-12.3,-12.3,-17.3,-14.8,-12.3,-14.8,-9.9,-9.9,-7.4,0,-2.5,-12.3,-12.3,-12.3,-9.9,-19.7,-22.2,-12.3,-12.3,-24.7,-22.2,-24.7,-22.2,-24.7,-9.9,-32.1,-24.7,-27.1,-19.7,-27.1,-19.7,-14.8,-19.7,-19.7,-9.9,-19.7,-17.3,-12.3,-7.4,-14.8,-17.3,-12.3,-14.8,-14.8,-19.7,-17.3,-7.4,2.5,-7.4,-9.9,2.5,-7.4,-2.5,-7.4
558,0,-4.9,0,0,0,0,-12.3,-7.4,-4.9,-7.4,-7.4,-9.9,-7.4,-7.4,-7.4,-12.3,0,-9.9,-12.3,-12.3,-12.3,-19.7,0,2.5,0,2.5,4.9,2.5,-2.5,-4.9,2.5,0,0,2.5,2.5,0,9.9,2.5,2.5,2.5,2.5,0,2.5,9.9,9.9,7.4,7.4,14.8,12.3,9.9,12.3,7.4,12.3,14.8,12.3,9.9,12.3,14.8,19.7,17.3,12.3,9.9,7.4,4.9,-2.5,0,0,-4.9,-2.5,-2.5,-7.4,-7.4,-12.3,-9.9,-9.9,-12.3,-9.9,-9.9,-4.9,-9.9,-12.3,0,-7.4,-19.7,-9.9,-7.4,-12.3,-19.7,-19.7,-14.8,-14.8,-12.3,-14.8,-19.7,-19.7,-24.7,-22.2,-24.7,-24.7,-22.2,-24.7,-24.7,-19.7,-22.2,-19.7,-9.9,-17.3,-19.7,0,-17.3,-12.3,-7.4,-12.3,-7.4,-12.3,-12.3,-9.9,-9.9,-12.3,-12.3,-9.9,-7.4,-7.4,0,2.5,-2.5,-7.4,4.9
559,-7.4,0,-7.4,-4.9,-4.9,-2.5,0,-4.9,-2.5,-2.5,-2.5,-9.9,-7.4,-7.4,-9.9,-9.9,-12.3,-17.3,-19.7,-9.9,0,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,12.3,9.9,4.9,9.9,7.4,7.4,9.9,9.9,12.3,9.9,14.8,4.9,2.5,12.3,14.8,12.3,14.8,12.3,9.9,2.5,17.3,17.3,12.3,-4.9,4.9,2.5,-2.5,2.5,9.9,-2.5,-7.4,-7.4,-4.9,-9.9,-9.9,-12.3,-12.3,0,-17.3,-12.3,-12.3,-12.3,-12.3,0,-12.3,-9.9,-12.3,-17.3,-17.3,-7.4,-17.3,-19.7,-12.3,-19.7,-19.7,-19.7,-19.7,-22.2,-22.2,-14.8,-24.7,-17.3,-24.7,-9.9,-9.9,-7.4,-14.8,-17.3,-17.3,-12.3,-12.3,-2.5,-17.3,-17.3,-4.9,-12.3,-7.4,-12.3,-9.9,-9.9,0,-7.4,-7.4,0,-2.5,2.5,0,-7.4,0,2.5,0
560,-7.4,0,0,0,-4.9,-4.9,-7.4,-7.4,-7.4,-7.4,12.3,-7.4,-9.9,-7.4,-9.9,-7.4,-12.3,-9.9,-9.9,-12.3,-7.4,-12.3,-4.9,0,0,9.9,0,0,2.5,0,2.5,2.5,4.9,2.5,0,9.9,4.9,12.3,2.5,14.8,2.5,14.8,2.5,7.4,9.9,9.9,9.9,9.9,9.9,7.4,12.3,19.7,9.9,9.9,12.3,2.5,-7.4,-4.9,-7.4,-7.4,-2.5,-4.9,-9.9,-7.4,0,-7.4,-7.4,-12.3,-7.4,-14.8,-12.3,-17.3,-19.7,-14.8,-4.9,-14.8,-12.3,-12.3,-7.4,-17.3,-12.3,-14.8,-7.4,-12.3,-7.4,-17.3,-19.7,-12.3,-14.8,-14.8,-19.7,-24.7,-19.7,-24.7,-22.2,-17.3,-19.7,-19.7,-17.3,-19.7,-12.3,-12.3,-17.3,-19.7,-22.2,-19.7,-19.7,-9.9,-4.9,-9.9,-7.4,-12.3,-12.3,-9.9,-2.5,-12.3,-7.4,-9.9,-7.4,0,0,-4.9,-4.9,-2.5,0,0,-2.5,0
561,-7.4,-4.9,-2.5,-7.4,-4.9,-4.9,-17.3,-9.9,-7.4,-7.4,-4.9,-12.3,-14.8,-7.4,-7.4,-12.3,-9.9,-12.3,-12.3,-12.3,-17.3,-12.3,-12.3,0,0,-7.4,0,0,0,0,0,2.5,7.4,-2.5,0,0,-4.9,-2.5,0,2.5,7.4,2.5,2.5,-2.5,0,2.5,9.9,2.5,4.9,9.9,2.5,0,4.9,9.9,9.9,9.9,2.5,9.9,-12.3,-9.9,-7.4,-4.9,0,-7.4,2.5,-12.3,-12.3,-7.4,-2.5,-17.3,-14.8,-19.7,-19.7,-19.7,-19.7,-12.3,-17.3,-12.3,-14.8,-12.3,-4.9,-7.4,-22.2,-19.7,-7.4,-19.7,-19.7,-19.7,-22.2,-24.7,-17.3,-12.3,-19.7,-22.2,-22.2,-19.7,-19.7,-19.7,-19.7,-19.7,-12.3,-19.7,0,-19.7,-19.7,-14.8,-17.3,-14.8,-12.3,-7.4,-12.3,-12.3,-7.4,-7.4,-9.9,-9.9,-9.9,-9.9,-7.4,-7.4,-7.4,0,-7.4,-4.9,0,7.4,9.9,2.5
562,-7.4,-4.9,-7.4,-7.4,-9.9,-12.3,-12.3,-12.3,-7.4,-19.7,-12.3,-19.7,-14.8,-12.3,-7.4,-7.4,-19.7,-14.8,-17.3,0,-14.8,-17.3,-4.9,0,-7.4,0,0,-4.9,0,0,0,0,0,0,0,0,0,0,2.5,-7.4,-12.3,7.4,-4.9,2.5,-4.9,-7.4,0,-4.9,0,0,-2.5,0,-2.5,0,2.5,-2.5,2.5,0,4.9,-9.9,0,-12.3,-14.8,-12.3,-17.3,-12.3,-12.3,-14.8,-19.7,-22.2,-17.3,-19.7,-9.9,-19.7,-17.3,-17.3,-17.3,-19.7,-12.3,-12.3,-14.8,-17.3,-17.3,-27.1,-14.8,-17.3,-19.7,-24.7,-27.1,-32.1,-19.7,-29.6,-17.3,-24.7,-22.2,-24.7,-14.8,-19.7,-19.7,-24.7,-24.7,-24.7,-22.2,-17.3,-12.3,-14.8,-17.3,-12.3,-7.4,2.5,-12.3,-12.3,-12.3,-9.9,-7.4,-12.3,-12.3,-7.4,-7.4,-2.5,0,0,-2.5,-2.5,2.5,2.5,-7.4,2.5
563,-9.9,-12.3,-17.3,9.9,-19.7,-17.3,-17.3,-22.2,-24.7,-19.7,-22.2,-17.3,-14.8,-22.2,-19.7,-12.3,-17.3,-19.7,-22.2,-17.3,-19.7,-7.4,-12.3,0,0,-4.9,0,-7.4,0,0,-2.5,0,2.5,0,-7.4,-7.4,-2.5,-9.9,-12.3,-7.4,-4.9,0,-7.4,0,-7.4,7.4,-7.4,-4.9,-7.4,-4.9,-2.5,-7.4,0,-7.4,-7.4,-7.4,-9.9,-12.3,-9.9,-12.3,-14.8,-12.3,-7.4,-14.8,-17.3,0,-22.2,-19.7,-14.8,-22.2,-24.7,-19.7,-19.7,-19.7,-17.3,-19.7,-12.3,-19.7,0,-19.7,-19.7,-24.7,-24.7,-17.3,-14.8,-27.1,-14.8,-19.7,-14.8,-14.8,-22.2,-27.1,-22.2,-24.7,-24.7,-22.2,-22.2,-24.7,-19.7,-19.7,-19.7,-22.2,-19.7,-24.7,-14.8,-19.7,-17.3,-12.3,-17.3,-9.9,-12.3,-12.3,-17.3,-12.3,-12.3,-7.4,-12.3,-12.3,-12.3,-9.9,0,-2.5,-4.9,-2.5,-2.5,0,-2.5,2.5
564,-24.7,-24.7,-14.8,-19.7,-22.2,-19.7,-19.7,0,0,-17.3,-17.3,-19.7,-22.2,-9.9,27.1,-17.3,-22.2,-22.2,-17.3,-14.8,-17.3,-17.3,-7.4,0,-7.4,-12.3,0,0,9.9,0,2.5,0,0,0,-7.4,7.4,-7.4,-2.5,2.5,-2.5,2.5,-7.4,-12.3,-12.3,-7.4,-7.4,-2.5,-4.9,-9.9,-9.9,-7.4,-7.4,-4.9,-7.4,-12.3,-14.8,-17.3,-17.3,-17.3,-12.3,-17.3,-14.8,-24.7,0,-27.1,-19.7,-19.7,-19.7,-17.3,-19.7,-24.7,-19.7,-19.7,0,-19.7,-22.2,-22.2,-24.7,-24.7,-17.3,-24.7,-19.7,-7.4,-27.1,-24.7,-22.2,-19.7,-14.8,-14.8,-17.3,-24.7,-24.7,-19.7,-22.2,-14.8,-27.1,-24.7,-24.7,-27.1,-22.2,-24.7,-24.7,-24.7,-22.2,-24.7,-24.7,-22.2,-14.8,-17.3,-19.7,-12.3,-12.3,-7.4,-12.3,-17.3,-12.3,-7.4,-12.3,-12.3,-7.4,-7.4,-7.4,-4.9,-7.4,-7.4,-7.4,0,0
565,-22.2,-19.7,-24.7,-27.1,-19.7,-24.7,-19.7,-17.3,-22.2,-12.3,-19.7,-17.3,-24.7,-22.2,-19.7,-17.3,-19.7,-9.9,-12.3,-17.3,-14.8,-17.3,-14.8,0,0,0,0,0,0,2.5,-7.4,-2.5,-7.4,0,-2.5,0,-7.4,-4.9,2.5,-9.9,-12.3,-9.9,-2.5,-9.9,0,-4.9,-4.9,-12.3,-4.9,-7.4,-4.9,-12.3,-7.4,-12.3,-7.4,-19.7,-24.7,-19.7,-24.7,-12.3,-24.7,-27.1,-19.7,-24.7,0,-27.1,-29.6,-27.1,-24.7,-22.2,-22.2,-17.3,-4.9,-12.3,-24.7,-14.8,-14.8,-19.7,-19.7,-24.7,-24.7,-19.7,-22.2,-19.7,-12.3,-9.9,-7.4,-24.7,-19.7,-27.1,-19.7,-32.1,-24.7,-17.3,-29.6,-19.7,-19.7,-29.6,-19.7,-14.8,-22.2,-12.3,-12.3,-7.4,-12.3,-14.8,-19.7,-14.8,-17.3,-19.7,-9.9,-12.3,-12.3,-9.9,-7.4,-12.3,-17.3,-12.3,-7.4,-12.3,-12.3,-9.9,0,-4.9,-7.4,-9.9,-7.4,-4.9
566,-22.2,-19.7,-19.7,-24.7,-22.2,-19.7,-19.7,-14.8,-14.8,-17.3,-19.7,-19.7,-19.7,-17.3,-22.2,-14.8,-17.3,-22.2,-12.3,-12.3,2.5,-9.9,0,0,0,0,0,-2.5,0,2.5,0,0,0,0,-7.4,0,2.5,0,0,-9.9,-7.4,-7.4,-2.5,-14.8,-9.9,-7.4,-4.9,-4.9,-12.3,-12.3,-9.9,-12.3,2.5,-22.2,-7.4,-24.7,-22.2,-17.3,-9.9,-24.7,-9.9,-29.6,-22.2,-24.7,-24.7,-24.7,-27.1,-24.7,-19.7,-19.7,-7.4,-14.8,-19.7,-19.7,-14.8,-12.3,-24.7,-22.2,-22.2,-29.6,-19.7,-19.7,-24.7,-17.3,-12.3,-24.7,-24.7,-27.1,-24.7,-29.6,-22.2,-17.3,-12.3,-17.3,-19.7,-19.7,-22.2,-24.7,-12.3,-19.7,-14.8,-19.7,-22.2,-17.3,-7.4,-9.9,-24.7,-14.8,2.5,-9.9,-12.3,-9.9,-9.9,-7.4,-12.3,-12.3,-14.8,-9.9,-12.3,-7.4,-4.9,-7.4,-9.9,-9.9,-12.3,-2.5,-4.9,0
567,-24.7,-17.3,-19.7,-27.1,-19.7,-9.9,-14.8,-19.7,-14.8,-19.7,-14.8,-7.4,-19.7,-14.8,-9.9,-14.8,-17.3,-17.3,-12.3,-12.3,-12.3,-12.3,-9.9,0,0,-7.4,0,0,0,2.5,2.5,0,-7.4,2.5,-14.8,0,-7.4,0,0,0,0,-2.5,-9.9,-7.4,-7.4,-4.9,-7.4,-9.9,-7.4,-9.9,-12.3,-14.8,-12.3,-22.2,-22.2,-22.2,-22.2,-27.1,-22.2,-19.7,-24.7,-22.2,-24.7,-24.7,-19.7,-9.9,-17.3,-14.8,-17.3,-19.7,-12.3,-19.7,-12.3,-12.3,-17.3,-12.3,-12.3,-7.4,-24.7,-9.9,-12.3,-19.7,-12.3,-24.7,-27.1,-17.3,-19.7,-19.7,-27.1,-19.7,-19.7,-14.8,0,-9.9,-12.3,-12.3,-14.8,-12.3,-14.8,-12.3,-17.3,-17.3,-7.4,-7.4,-12.3,-12.3,-12.3,-12.3,-12.3,-17.3,-12.3,-14.8,-7.4,-12.3,-17.3,-12.3,-17.3,-7.4,-9.9,-12.3,-12.3,-7.4,-9.9,-7.4,-7.4,-7.4,-12.3,0
568,-22.2,-19.7,-17.3,-19.7,-14.8,-17.3,-22.2,-24.7,-22.2,-17.3,-12.3,-14.8,-17.3,-12.3,-14.8,-17.3,-7.4,-12.3,-4.9,-14.8,-17.3,-17.3,-12.3,0,-9.9,-7.4,0,0,0,2.5,2.5,0,0,2.5,-12.3,0,2.5,-7.4,0,-2.5,-4.9,-4.9,-2.5,-4.9,-2.5,-7.4,-12.3,-4.9,-2.5,-9.9,-12.3,-22.2,-17.3,-17.3,-7.4,-19.7,-22.2,-19.7,-19.7,-27.1,-12.3,-19.7,-14.8,-19.7,-7.4,-17.3,-17.3,-14.8,-9.9,-19.7,-14.8,-12.3,-12.3,-14.8,-19.7,-17.3,-19.7,-14.8,-22.2,-12.3,-12.3,-19.7,-7.4,-14.8,-24.7,-24.7,-22.2,-7.4,-14.8,-12.3,-9.9,-27.1,-9.9,-12.3,-19.7,-12.3,-9.9,-12.3,-17.3,-12.3,-12.3,-9.9,-12.3,-12.3,-9.9,-12.3,-12.3,-12.3,-9.9,-12.3,-12.3,-7.4,-14.8,-12.3,-12.3,-12.3,-9.9,-9.9,-9.9,-9.9,-9.9,-7.4,-7.4,-9.9,-7.4,-7.4,-7.4,-7.4
569,-19.7,-19.7,-19.7,-19.7,-19.7,-9.9,-12.3,-14.8,-17.3,-12.3,-19.7,-19.7,-17.3,-17.3,-19.7,-19.7,-17.3,-2.5,-12.3,-19.7,-17.3,-12.3,-9.9,0,-7.4,-7.4,0,-4.9,0,0,7.4,4.9,-7.4,2.5,-9.9,-2.5,0,-7.4,-7.4,-4.9,0,-4.9,-7.4,-2.5,-7.4,-12.3,-9.9,-7.4,-7.4,0,-19.7,-17.3,-17.3,-19.7,-12.3,-24.7,-17.3,-17.3,-19.7,-12.3,-19.7,-4.9,-12.3,-9.9,-12.3,-12.3,-14.8,-12.3,-7.4,-9.9,-12.3,-12.3,-9.9,-7.4,-9.9,-9.9,-7.4,-7.4,-9.9,0,0,2.5,-7.4,-9.9,-14.8,-19.7,-7.4,-14.8,-14.8,-12.3,-9.9,-7.4,-7.4,-12.3,-9.9,-14.8,-17.3,-12.3,-12.3,-12.3,-19.7,-14.8,-17.3,-17.3,-14.8,-14.8,-19.7,-19.7,-7.4,-4.9,-9.9,-9.9,-14.8,-12.3,-12.3,-12.3,-9.9,-12.3,-9.9,-7.4,-9.9,-9.9,-14.8,-9.9,-9.9,-12.3,-4.9,-7.4
570,-24.7,-17.3,-14.8,-12.3,-19.7,-19.7,-19.7,-22.2,-24.7,-24.7,-27.1,-19.7,-19.7,-17.3,-17.3,-19.7,-7.4,-12.3,-24.7,-17.3,-12.3,-7.4,-12.3,0,0,-19.7,0,-4.9,4.9,0,0,-2.5,-7.4,0,-12.3,-12.3,-14.8,-4.9,-7.4,0,0,-7.4,-2.5,-2.5,-4.9,0,-17.3,-12.3,-12.3,-17.3,-12.3,-14.8,-12.3,-17.3,-17.3,-14.8,-12.3,-17.3,-19.7,-12.3,-9.9,-12.3,-12.3,-14.8,-9.9,-12.3,-9.9,-7.4,-12.3,-12.3,-12.3,-12.3,-12.3,-9.9,-12.3,-4.9,-7.4,-7.4,-7.4,-12.3,-7.4,-2.5,2.5,-14.8,-12.3,-12.3,-4.9,-12.3,-9.9,-7.4,-12.3,-17.3,-19.7,-14.8,-9.9,0,-24.7,-12.3,-17.3,-19.7,-17.3,-9.9,-19.7,-17.3,-19.7,-24.7,-19.7,-14.8,-2.5,-17.3,-17.3,-12.3,-19.7,-17.3,-12.3,-14.8,-14.8,-14.8,-12.3,-12.3,-7.4,-12.3,0,-9.9,-14.8,-9.9,-12.3,-14.8
571,-22.2,-24.7,-22.2,-22.2,-19.7,-27.1,-22.2,-24.7,-22.2,-17.3,-27.1,-19.7,-12.3,-12.3,14.8,-14.8,-9.9,-14.8,-14.8,-12.3,-17.3,-14.8,-19.7,0,0,0,0,0,9.9,0,4.9,4.9,-7.4,2.5,-12.3,-12.3,-14.8,-12.3,-12.3,-12.3,-9.9,-9.9,-2.5,-14.8,-9.9,0,-22.2,-19.7,-22.2,-19.7,-17.3,-17.3,-14.8,-7.4,-19.7,-17.3,-12.3,-19.7,-12.3,-12.3,-4.9,-12.3,-14.8,-12.3,-22.2,-12.3,-9.9,-17.3,-12.3,-12.3,-14.8,-12.3,-12.3,-12.3,-19.7,-19.7,-7.4,-12.3,2.5,-19.7,-7.4,-7.4,-17.3,-12.3,0,-17.3,-7.4,-12.3,-19.7,-17.3,-22.2,-19.7,-24.7,-32.1,-24.7,-24.7,-24.7,-22.2,-29.6,-32.1,-24.7,-24.7,-14.8,-24.7,-22.2,-22.2,-24.7,-17.3,-2.5,-19.7,-7.4,0,-19.7,-19.7,-19.7,-17.3,-17.3,-17.3,-19.7,-7.4,-19.7,-19.7,-14.8,-14.8,-12.3,-12.3,-24.7,-17.3
572,-34.5,-27.1,-27.1,-22.2,-19.7,-19.7,-19.7,-19.7,-22.2,-17.3,-14.8,-17.3,-12.3,-19.7,-9.9,-12.3,-12.3,-12.3,-12.3,-19.7,-22.2,-12.3,-2.5,0,-4.9,0,0,0,0,0,-7.4,7.4,-12.3,0,-17.3,-9.9,-17.3,-9.9,-12.3,-19.7,-7.4,-19.7,-22.2,-17.3,-22.2,-17.3,-12.3,-19.7,-12.3,-17.3,-14.8,-24.7,-14.8,-19.7,-17.3,-14.8,-12.3,-14.8,-12.3,-12.3,-14.8,-12.3,-12.3,-12.3,-9.9,-14.8,-19.7,-17.3,-22.2,-19.7,-14.8,-17.3,-12.3,-12.3,-19.7,-14.8,-7.4,-19.7,-19.7,-14.8,-24.7,-9.9,-19.7,-19.7,-29.6,-22.2,-19.7,-24.7,-24.7,-32.1,-32.1,-29.6,-37,-32.1,-32.1,-32.1,-34.5,-29.6,-24.7,-24.7,-24.7,-29.6,-32.1,-27.1,-24.7,-24.7,-27.1,-14.8,-9.9,-24.7,-24.7,-22.2,-22.2,-19.7,-19.7,-24.7,-17.3,-17.3,-17.3,-12.3,-19.7,-14.8,-12.3,-19.7,-22.2,-24.7,-24.7,-19.7
573,-24.7,-19.7,-19.7,-19.7,-19.7,-19.7,-19.7,-17.3,-14.8,-17.3,-14.8,-14.8,-9.9,-7.4,-12.3,-12.3,-14.8,-14.8,-12.3,-19.7,-19.7,-12.3,-12.3,0,0,2.5,0,0,0,-7.4,0,0,-12.3,-4.9,-19.7,9.9,-12.3,0,-17.3,-24.7,-12.3,-4.9,-14.8,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-12.3,-7.4,-7.4,-9.9,-12.3,-9.9,-12.3,-12.3,-12.3,-12.3,-17.3,-14.8,-12.3,-12.3,-12.3,-14.8,-12.3,-7.4,-19.7,-12.3,-17.3,-12.3,-19.7,-9.9,-24.7,-22.2,-29.6,-24.7,-22.2,-24.7,-19.7,-24.7,-27.1,-29.6,-22.2,-14.8,-34.5,-32.1,-32.1,-32.1,-24.7,-27.1,-29.6,-34.5,-24.7,-24.7,-32.1,-24.7,-29.6,-32.1,-29.6,-24.7,-29.6,-32.1,-24.7,-24.7,-27.1,-27.1,-24.7,-12.3,-24.7,-19.7,-19.7,-19.7,-19.7,-19.7,-9.9,-17.3,-12.3,-17.3,-2.5,-19.7,-19.7,-19.7,-19.7,-17.3,-12.3,-19.7,-17.3
574,-14.8,-14.8,-27.1,-19.7,-19.7,-19.7,-24.7,-24.7,-12.3,-17.3,-7.4,-19.7,-22.2,-17.3,-19.7,-19.7,-19.7,-19.7,-12.3,-12.3,-12.3,-12.3,-12.3,0,0,0,0,-9.9,2.5,0,0,0,-12.3,2.5,-22.2,-9.9,-7.4,0,-12.3,-12.3,-12.3,-12.3,0,-7.4,-7.4,-7.4,-4.9,-4.9,-9.9,-12.3,-7.4,-4.9,-9.9,-4.9,-7.4,-12.3,-7.4,-7.4,-9.9,-17.3,-9.9,-9.9,-12.3,-12.3,-14.8,-12.3,-14.8,-12.3,-17.3,-2.5,-24.7,-17.3,-27.1,-24.7,-27.1,-19.7,-24.7,-17.3,-24.7,-24.7,-24.7,-29.6,-27.1,-27.1,-29.6,-32.1,-29.6,-34.5,-19.7,-22.2,-29.6,-27.1,-19.7,-24.7,-24.7,-24.7,-22.2,-32.1,-22.2,-24.7,-22.2,-29.6,-27.1,-29.6,-24.7,-22.2,-24.7,-22.2,-12.3,-19.7,-19.7,-14.8,-14.8,-14.8,-7.4,-17.3,-17.3,-12.3,-12.3,-9.9,-12.3,-14.8,-12.3,-12.3,-14.8,0,-14.8,-12.3
